id,image_id,llava_dsg,llava_tifa,llava-alt_dsg,fuyu_dsg,mplug_dsg,mplug_tifa,llava-alt_tifa,fuyu_tifa,llmscore_over,llmscore_ec,clipscore_norm,blipscore_norm,alignscore_norm,viescore
82,23,0.2,0.2857142857,0.2,0,0.2,0.4285714286,0.4285714286,0.4285714286,5,9,0.39,0.44,0.4,6
82,24,0.2,0.2857142857,0.2,0.2,0.4,0.4285714286,0.4285714286,0.4285714286,2,4,0.38,0.09,0.36,5
82,25,0.2,0.2857142857,0.2,0.2,0.4,0.4285714286,0.4285714286,0.2857142857,5,4,0.41,-0.13,0.33,6
82,26,0.2,0.2857142857,0.2,0.2,0.2,0.2857142857,0.4285714286,0.4285714286,2,4,0.34,0.77,0.39,5
83,0,1,0.75,1,0.75,1,0.75,0.75,0.75,1,1,0.75,0.01,0.81,8
83,1,1,0.75,1,1,1,0.75,0.75,0.5,1,5,0.69,0.03,0.8,8
83,2,1,0.75,1,1,1,0.75,0.75,0.75,2,4,0.74,-0.04,0.81,8
83,3,1,0.75,1,1,1,0.75,0.75,0.75,4,0,0.78,0.35,0.81,8
83,4,1,0.75,1,1,1,0.75,0.75,0.75,1,5,0.74,0.45,0.81,9
83,5,1,1,1,1,1,1,1,0.75,0,0,0.75,0.45,0.79,8
83,6,0.5,0.5,0.25,0.5,0.5,0.5,0.5,0.5,1,4,0.47,-0.24,0.59,8
83,7,0.25,0.5,0.5,0.25,0.5,0.5,0.5,0.5,1,0,0.52,-0.21,0.56,5
83,8,0.5,0.5,0.5,0.5,0.75,0.5,0.5,0.5,1,0,0.43,0.25,0.52,6
83,9,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0,0.53,-0.37,0.53,5
83,10,0.5,0.5,0.5,0.25,0.5,0.5,0.75,0.5,1,0,0.52,0.18,0.54,5
83,11,0.5,0,0.5,0.5,0.5,0,0,0.25,5,15,0.32,0.29,0.41,2
83,12,0.5,0,0.5,0.5,0.5,0,0,0.5,5,9,0.31,0.21,0.41,6
83,13,0.25,0,0.5,0.5,0.5,0,0,0.5,5,4,0.38,0.02,0.39,6
83,14,0.5,0.25,0.5,0.5,0.75,0.5,0,0.5,5,9,0.3,0.2,0.36,6
83,15,0.5,0,0.5,0.25,0.5,0,0,0.25,2,6,0.27,0.22,0.31,6
84,0,1,1,1,1,1,1,1,0.875,0,0,0.63,0.29,0.79,8
84,1,1,1,1,0.8333333333,1,1,1,0.875,0,0,0.63,0.22,0.84,8
84,2,1,1,1,1,1,1,1,0.875,0,1,0.58,0.51,0.86,8
84,3,1,1,1,0.8333333333,1,1,1,0.75,1,4,0.6,0.72,0.86,8
84,4,1,1,1,0.8333333333,1,0.875,1,1,0,0,0.65,0.43,0.77,8
84,5,1,1,0.8333333333,0.6666666667,1,1,1,0.875,1,4,0.62,0.61,0.85,8
84,6,0.8333333333,0.75,0.8333333333,0.6666666667,0.83333333,0.625,0.75,0.75,1,3,0.38,-0.18,0.68,8
84,7,0.8333333333,0.75,0.8333333333,0.8333333333,0.83333333,0.75,0.75,0.625,1,4,0.57,0.12,0.65,8
84,8,0.8333333333,0.75,0.8333333333,0.8333333333,0.83333333,0.75,0.75,0.625,1,4,0.54,-0.13,0.7,8
84,9,0.8333333333,0.875,0.8333333333,0.6666666667,0.83333333,0.75,0.875,0.625,2,4,0.54,-0.11,0.62,7
84,10,0.8333333333,0.75,0.8333333333,0.6666666667,0.83333333,0.75,0.75,0.625,3,6,0.56,0.25,0.61,7
84,11,0.8333333333,0.75,0.8333333333,1,0.83333333,0.625,0.75,0.75,3,7,0.56,-0.1,0.65,8
84,12,0.8333333333,0.75,0.8333333333,0.8333333333,0.83333333,0.75,0.75,0.625,2,3,0.54,0.18,0.64,8
84,13,0.8333333333,0.75,0.8333333333,0.6666666667,0.83333333,0.75,0.75,0.5,3,9,0.53,-0.24,0.62,8
84,14,0.8333333333,0.75,0.8333333333,0.6666666667,0.83333333,0.75,0.75,0.5,1,1,0.53,0.03,0.62,8
84,15,0.8333333333,0.75,0.8333333333,0.6666666667,0.83333333,0.75,0.75,0.625,3,4,0.58,-0.04,0.65,8
84,16,0.8333333333,0.75,0.6666666667,0.5,0.83333333,0.75,0.875,0.625,1,0,0.5,0.35,0.45,6
84,17,0.6666666667,0.75,0.6666666667,0.5,0.66666667,0.875,0.875,0.75,1,4,0.48,0.57,0.51,7
84,18,0.6666666667,0.75,0.6666666667,0.5,0.83333333,0.875,0.875,0.625,1,3,0.53,0.43,0.62,8
84,19,0.5,0.75,0.5,0.5,0.5,0.875,0.875,0.75,1,0,0.43,0,0.57,7
84,20,0.6666666667,0.875,0.6666666667,0.5,0.83333333,0.75,0.75,0.875,2,8,0.41,0.47,0.64,8
84,21,0.5,0.625,0.5,0.3333333333,0.5,0.75,0.5,0.625,0,0,0.33,0.33,0.33,6
84,22,0.5,0.625,0.5,0.8333333333,0.66666667,0.625,0.625,0.75,2,6,0.39,0.37,0.32,7
84,23,0.5,0.625,0.5,0.8333333333,0.66666667,0.75,0.625,0.75,1,5,0.35,0.35,0.37,7
84,24,0.5,0.625,0.5,0.5,0.5,0.875,0.5,0.75,1,0,0.36,-0.04,0.39,6
84,25,0.3333333333,0.5,0.3333333333,0.3333333333,0.5,0.625,0.5,0.75,2,4,0.37,-0.07,0.4,8
84,26,0.3333333333,0.5,0.3333333333,0.3333333333,0.66666667,0.625,0.625,0.625,2,5,0.41,0.01,0.4,8
84,27,0.5,0.625,0.5,0.1666666667,0.5,0.75,0.625,0.5,4,9,0.4,0.01,0.47,3
84,28,0.3333333333,0.5,0.3333333333,0.1666666667,0.33333333,0.5,0.625,0.625,2,6,0.39,-0.07,0.45,7
84,29,0.5,0.625,0.5,0.1666666667,0.5,0.625,0.5,0.5,2,7,0.37,0.13,0.37,5
84,30,0,0.5,0,0.3333333333,0.33333333,0.5,0.25,0.375,1,9,0.2,0.7,0.19,6
84,31,0.1666666667,0.625,0.1666666667,0,0.83333333,0.75,0.5,0.375,5,9,0.22,0.76,0.27,6
84,32,0,0.5,0.1666666667,0.5,0.66666667,0.75,0.5,0.375,5,4,0.25,0.84,0.29,8
84,33,0.1666666667,0.375,0.1666666667,0.3333333333,0.66666667,0.5,0.5,0.125,5,9,0.19,0.37,0.11,-1
84,34,0,0.5,0,0.1666666667,0.5,0.5,0.5,0.375,5,9,0.25,0.48,0.16,5
85,0,0.9,0.9166666667,1,0.8,1,1,0.9166666667,0.3333333333,1,5,0.82,-0.34,0.8,8
85,1,0.9,0.75,1,0.8,1,0.6666666667,0.8333333333,0.5833333333,2,2,0.71,0.08,0.76,8
85,2,1,0.9166666667,1,0.8,1,0.9166666667,0.9166666667,0.3333333333,3,8,0.72,0.05,0.78,8
85,3,0.8,0.6666666667,0.8,0.6,1,0.8333333333,0.6666666667,0.5,4,8,0.6,-0.38,0.67,8
85,4,0.8,0.5833333333,0.8,0.4,0.8,0.5,0.5833333333,0.1666666667,3,7,0.58,-0.49,0.65,7
85,5,0.8,0.5833333333,0.8,0.4,0.9,0.6666666667,0.5833333333,0.3333333333,2,5,0.68,0,0.71,8
85,6,0.8,0.6666666667,0.8,0.5,0.8,0.6666666667,0.6666666667,0.3333333333,2,4,0.52,-0.3,0.6,8
85,7,0.4,0.25,0.4,0.5,0.4,0.3333333333,0.25,0.25,5,13,0.36,0.23,0.4,6
85,8,0.4,0.3333333333,0.4,0.3,0.4,0.4166666667,0.3333333333,0.4166666667,5,20,0.27,-0.17,0.32,6
85,9,0.3,0.25,0.3,0.4,0.3,0.4166666667,0.25,0.1666666667,5,9,0.32,-0.18,0.35,6
85,10,0.3,0.3333333333,0.3,0.5,0.3,0.3333333333,0.4166666667,0.25,5,9,0.27,0.39,0.35,7
85,11,0.3,0.4166666667,0.3,0.3,0.4,0.4166666667,0.3333333333,0.1666666667,5,9,0.27,0.03,0.31,6
85,12,0.5,0.5,0.5,0.3,0.7,0.4166666667,0.4166666667,0.1666666667,5,9,0.4,-0.24,0.44,8
85,13,0.5,0.4166666667,0.5,0.2,0.5,0.3333333333,0.5,0.25,5,36,0.26,0.04,0.34,6
85,14,0.5,0.4166666667,0.5,0.1,0.5,0.3333333333,0.5,0.1666666667,4,8,0.29,-0.71,0.43,6
85,15,0.5,0.4166666667,0.6,0.1,0.6,0.4166666667,0.5,0.4166666667,5,10,0.39,-1.01,0.43,8
85,16,0.5,0.5,0.5,0,0.7,0.5833333333,0.4166666667,0.1666666667,5,9,0.43,0.17,0.38,8
85,17,0.2,0.3333333333,0.2,0.3,0.2,0.08333333,0.4166666667,0.3333333333,5,36,0.46,0.65,0.39,7
85,18,0.2,0.25,0.3,0.5,0.6,0.4166666667,0.25,0.5,5,9,0.49,0.12,0.47,6
85,19,0.3,0.3333333333,0.3,0.2,0.3,0.5,0.25,0.4166666667,5,20,0.12,0.11,0.19,7
85,20,0.3,0.1666666667,0.3,0.4,0.4,0.25,0.1666666667,0.25,5,20,0.2,-0.47,0.27,6
85,21,0.2,0.3333333333,0.2,0.2,0.3,0.25,0.3333333333,0.5,5,9,0.06,0.44,0.14,6
85,22,0.2,0.25,0.2,0.3,0.2,0.3333333333,0.25,0.4166666667,5,4,0.63,0.31,0.63,8
85,23,0.2,0.25,0.2,0.3,0.3,0.5,0.25,0.5833333333,5,9,0.49,0.22,0.52,7
85,24,0.2,0.25,0.3,0.3,0.5,0.3333333333,0.25,0.3333333333,4,9,0.5,0.12,0.53,8
86,0,1,0.8181818182,1,0.7142857143,1,0.9090909091,1,0.6363636364,2,7,0.68,0.28,0.76,8
86,1,0.8571428571,0.7272727273,1,0.7142857143,0.85714286,0.8181818182,0.8181818182,0.6363636364,1,0,0.67,0.93,0.71,8
86,2,1,0.8181818182,1,0.7142857143,1,0.9090909091,0.8181818182,0.6363636364,1,3,0.7,0.06,0.8,8
86,3,0.7142857143,0.8181818182,0.7142857143,0.7142857143,0.85714286,0.7272727273,0.8181818182,0.6363636364,1,2,0.65,0.62,0.71,8
86,4,0.8571428571,0.9090909091,1,0.7142857143,0.85714286,0.8181818182,0.9090909091,0.6363636364,1,1,0.84,0.62,0.79,8
86,5,0.5714285714,0.6363636364,0.7142857143,0.7142857143,0.85714286,0.8181818182,0.6363636364,0.6363636364,1,6,0.7,0.61,0.7,7
86,6,0.7142857143,0.6363636364,0.8571428571,0.7142857143,0.71428571,0.7272727273,0.8181818182,0.7272727273,1,1,0.53,0.38,0.74,8
86,7,0.7142857143,0.4545454545,0.7142857143,0.4285714286,0.71428571,0.7272727273,0.6363636364,0.2727272727,1,6,0.61,-0.15,0.66,7
86,8,0.4285714286,0.5454545455,0.5714285714,0.7142857143,0.85714286,0.6363636364,0.5454545455,0.5454545455,3,7,0.45,0.43,0.57,6
86,9,0.5714285714,0.6363636364,0.8571428571,0.8571428571,0.85714286,0.6363636364,0.6363636364,0.6363636364,2,5,0.38,0.55,0.55,8
86,10,0.4285714286,0.4545454545,0.5714285714,0.5714285714,0.57142857,0.7272727273,0.6363636364,0.5454545455,2,5,0.48,0.67,0.54,8
86,11,0.4285714286,0.5454545455,0.5714285714,0.5714285714,0.57142857,0.5454545455,0.5454545455,0.4545454545,1,1,0.52,0.8,0.5,7
86,12,0.4285714286,0.5454545455,0.5714285714,0.5714285714,0.57142857,0.6363636364,0.6363636364,0.6363636364,3,4,0.42,0.38,0.48,7
86,13,0.4285714286,0.5454545455,0.5714285714,0.5714285714,0.57142857,0.6363636364,0.6363636364,0.5454545455,3,4,0.46,0.54,0.46,6
86,14,0.4285714286,0.4545454545,0.4285714286,0.2857142857,0.71428571,0.6363636364,0.5454545455,0.5454545455,4,8,0.47,0.53,0.37,5
86,15,0.2857142857,0.5454545455,0.5714285714,0.2857142857,0.71428571,0.3636363636,0.3636363636,0.1818181818,4,9,0.45,0.43,0.46,7
86,16,0.5714285714,0.4545454545,0.4285714286,0.2857142857,0.71428571,0.4545454545,0.3636363636,0.09090909,3,8,0.44,0.49,0.48,6
86,17,0.2857142857,0.6363636364,0.5714285714,0.2857142857,0.57142857,0.7272727273,0.4545454545,0.2727272727,5,9,0.5,0.75,0.56,8
86,18,0.4285714286,0.5454545455,0.4285714286,0.2857142857,0.57142857,0.4545454545,0.3636363636,0.1818181818,3,7,0.5,0.34,0.41,7
86,19,0.2857142857,0.4545454545,0.1428571429,0.1428571429,0.28571429,0.4545454545,0.3636363636,0.09090909,3,9,0.42,-0.24,0.42,7
86,20,0.2857142857,0.2727272727,0.1428571429,0.1428571429,0.42857143,0.3636363636,0.3636363636,0.2727272727,2,4,0.36,0.13,0.44,6
86,21,0.1428571429,0.1818181818,0.2857142857,0,0.42857143,0.3636363636,0.2727272727,0.1818181818,5,6,0.19,0.58,0.32,7
86,22,0.2857142857,0.2727272727,0.5714285714,0.1428571429,0.57142857,0.4545454545,0.2727272727,0.3636363636,5,8,0.18,0.22,0.3,5
86,23,0.1428571429,0.1818181818,0.2857142857,0.1428571429,0.28571429,0.1818181818,0.1818181818,0.1818181818,3,9,0.18,0.98,0.27,3
86,24,0.1428571429,0.2727272727,0.2857142857,0.2857142857,0.28571429,0.1818181818,0.2727272727,0.1818181818,5,9,0.2,0.53,0.28,5
86,25,0.4285714286,0.3636363636,0.2857142857,0.4285714286,0.42857143,0.3636363636,0.4545454545,0.4545454545,2,5,0.41,0.48,0.37,5
86,26,0,0.2727272727,0.1428571429,0.1428571429,0.14285714,0.3636363636,0.3636363636,0.1818181818,5,9,0.05,-0.11,0.24,8
86,27,0,0.1818181818,0.1428571429,0.1428571429,0.28571429,0.2727272727,0.2727272727,0.1818181818,2,4,0.21,0.54,0.24,8
86,28,0,0.2727272727,0.2857142857,0.1428571429,0.42857143,0.5454545455,0.3636363636,0.1818181818,5,9,0.12,-0.01,0.17,5
86,29,0.2857142857,0.3636363636,0.1428571429,0.1428571429,0.14285714,0.5454545455,0.3636363636,0.1818181818,5,9,0.23,0.17,0.36,6
86,30,0.1428571429,0.3636363636,0.1428571429,0.1428571429,0.42857143,0.4545454545,0.4545454545,0.1818181818,2,6,0.36,-0.8,0.4,7
86,31,0.1428571429,0.4545454545,0.2857142857,0.1428571429,0.28571429,0.3636363636,0.4545454545,0.1818181818,2,8,0.21,-0.35,0.43,6
86,32,0.1428571429,0.3636363636,0.2857142857,0.2857142857,0.57142857,0.2727272727,0.4545454545,0.1818181818,1,4,0.34,-0.13,0.43,6
86,33,0.1428571429,0.3636363636,0.1428571429,0.1428571429,0.28571429,0.5454545455,0.4545454545,0.09090909,3,8,0.38,-0.42,0.46,6
86,34,0.1428571429,0.2727272727,0.1428571429,0.1428571429,0.57142857,0.4545454545,0.6363636364,0.09090909,5,9,0.49,-0.17,0.5,6
87,0,1,1,1,0.4,1,1,1,0.625,0,7,0.66,-0.83,0.76,8
87,1,1,0.875,1,0.4,1,0.875,1,0.625,0,2,0.6,-0.36,0.75,8
87,2,1,0.875,1,0.6,1,1,1,0.625,0,7,0.65,-0.49,0.75,7
87,3,0.8,1,1,0.6,1,1,1,0.75,4,8,0.58,-0.44,0.76,8
87,4,0.8,1,1,0.6,1,1,0.875,0.625,1,7,0.53,-0.58,0.68,8
87,5,0.6,0.625,1,1,1,0.875,0.75,0.5,0,7,0.57,-0.43,0.56,8
88,0,0.6666666667,0.75,0.6666666667,0.3333333333,0.66666667,0.75,0.75,0.25,1,1,0.45,0.37,0.61,6
88,1,1,1,1,0.6666666667,1,1,1,0.5,1,0,0.54,0.09,0.61,8
88,2,1,1,1,0.3333333333,1,0.75,1,0.75,1,4,0.55,0.23,0.68,9
88,3,0.6666666667,0.75,0.6666666667,0,0.66666667,0.75,0.75,0.25,1,1,0.48,0.35,0.62,8
88,4,1,1,1,1,1,1,1,0.5,2,4,0.51,0.37,0.68,8
88,5,0.6666666667,0.75,0.6666666667,0.3333333333,0.66666667,0.75,0.75,0.25,1,2,0.36,0.08,0.59,6
88,6,0.6666666667,0.75,0.6666666667,0.6666666667,0.66666667,0.75,0.75,0.25,1,6,0.39,-0.13,0.63,5
88,7,0.6666666667,0.75,0.6666666667,1,0.66666667,0.75,0.75,0.5,1,2,0.45,-0.01,0.55,6
88,8,0.6666666667,0.75,0.6666666667,0.3333333333,0.66666667,0.75,0.75,0.25,0,0,0.53,0.28,0.51,9
88,9,0.3333333333,0.75,0.6666666667,0,1,0.75,0.75,0.25,0,1,0.48,0.15,0.45,8
89,0,1,0.875,1,0.8333333333,1,0.875,1,0.75,0,0,0.65,-0.51,0.75,8
89,1,1,0.875,1,0.6666666667,1,1,1,0.25,0,0,0.58,-0.44,0.71,8
89,2,1,1,1,0.6666666667,1,0.875,0.875,0.5,0,0,0.55,-0.55,0.72,8
89,3,1,0.875,1,0.6666666667,1,1,0.875,0.5,0,0,0.55,-0.47,0.72,8
89,4,1,0.875,1,0.3333333333,1,0.875,0.875,0.375,0,0,0.56,-0.52,0.72,8
89,5,1,1,1,1,1,1,1,0.625,1,8,0.64,-0.82,0.71,8
89,6,0.8333333333,0.375,0.8333333333,0.5,0.83333333,0.75,0.625,0.5,2,4,0.47,-0.49,0.61,7
89,7,0.8333333333,0.75,0.8333333333,0.6666666667,0.83333333,0.625,0.625,0.5,4,6,0.5,0.02,0.6,6
89,8,0.8333333333,0.75,0.8333333333,0.3333333333,0.83333333,0.625,0.75,0.375,0,0,0.46,-0.31,0.61,7
89,9,1,0.75,1,0.8333333333,1,1,0.875,0.5,0,1,0.62,-0.59,0.73,8
89,10,0.8333333333,0.75,0.8333333333,0.5,0.66666667,0.75,0.875,0.375,1,4,0.41,-0.22,0.42,8
89,11,0.8333333333,0.75,0.8333333333,0.3333333333,0.66666667,0.75,0.75,0.5,5,4,0.28,0.27,0.35,8
89,12,1,0.625,1,0.3333333333,0.83333333,0.5,1,0.5,1,4,0.37,0.08,0.43,8
89,13,0.8333333333,0.75,1,0.6666666667,0.83333333,0.75,0.875,0.75,1,4,0.33,-0.36,0.43,8
89,14,0.6666666667,0.75,1,0.6666666667,0.83333333,0.875,1,0.625,5,9,0.38,-0.21,0.47,8
89,15,0.5,0.25,0.5,0.6666666667,1,0.875,0.5,0.5,0,1,0.49,-0.1,0.54,8
89,16,0.5,0.5,0.5,1,0.83333333,0.75,0.375,0.625,0,0,0.47,-0.18,0.61,8
89,17,0.3333333333,0.5,0.5,0.5,1,0.625,0.625,0.5,5,4,0.43,-0.19,0.56,8
89,18,0.3333333333,0.375,0.5,0.6666666667,1,1,0.5,0.75,1,5,0.43,-0.24,0.59,7
89,19,0.3333333333,0.5,0.5,0.5,1,0.75,0.5,0.5,2,1,0.45,-0.36,0.57,8
89,20,0.6666666667,0.375,1,0.3333333333,0.83333333,0.625,0.75,0.375,5,9,0.37,-0.51,0.34,7
89,21,0.5,0.5,0.3333333333,0.1666666667,0.83333333,0.75,0.5,0.375,5,9,0.34,-0.06,0.29,7
89,22,0.3333333333,0.625,0.3333333333,0,0.5,0.625,0.625,0.375,5,9,0.37,-0.62,0.34,8
89,23,0.8333333333,0.625,0.6666666667,0.3333333333,0.83333333,0.875,0.75,0.5,5,4,0.31,0.2,0.33,7
89,24,0.1666666667,0.25,0.3333333333,0.5,0.33333333,0.625,0.25,0.125,5,9,0.33,-0.29,0.32,8
89,25,0.5,0.625,0.6666666667,0.3333333333,0.16666667,0.5,0.75,0.25,5,9,0.3,0.08,0.33,8
90,0,0.75,0.875,0.875,0.875,1,1,0.75,0.375,2,6,0.81,-0.35,0.76,8
90,1,0.25,0.5,0.25,0.875,0.5,0.625,0.5,0.875,3,9,0.75,-0.05,0.69,8
90,2,0.375,0.625,0.25,0.75,0.75,0.625,0.5,0.5,3,9,0.68,-0.28,0.71,7
90,3,0.25,0.5,0.25,0.875,0.5,0.625,0.5,0.625,3,13,0.72,-0.17,0.68,8
90,4,0.25,0.5,0.25,0.75,0.5,0.625,0.5,0.75,3,6,0.68,-0.14,0.66,8
90,5,0.5,0.5,0.25,0.75,0.5,0.625,0.5,0.375,2,6,0.72,-0.02,0.66,7
90,6,0.5,0.625,0.5,0.875,0.5,0.75,0.75,0.25,3,9,0.63,0.07,0.64,8
90,7,0.5,0.625,0.5,0.875,0.5,0.75,0.75,0.25,2,6,0.63,-0.1,0.7,8
90,8,0.5,0.625,0.5,0.375,0.5,0.75,0.75,0.25,3,7,0.55,0.26,0.62,7
90,9,0.5,0.625,0.5,1,0.625,0.75,0.75,0.875,3,8,0.75,-0.08,0.65,6
90,10,0.5,0.625,0.625,0.625,0.75,0.75,0.75,0.25,3,12,0.53,0.31,0.64,7
90,11,0.5,0.75,0.5,0.625,0.5,0.625,0.625,0.5,2,9,0.53,0.39,0.7,7
90,12,0.625,0.75,0.5,0.75,0.5,0.625,0.625,0.625,3,8,0.62,0.62,0.68,9
90,13,0.5,0.75,0.5,0.75,0.5,0.625,0.625,0.5,2,6,0.6,0.38,0.68,7
90,14,0.5,0.75,0.5,0.75,0.5,0.625,0.625,0.5,2,6,0.72,0.46,0.69,8
90,15,0.5,0.75,0.5,0.75,0.5,0.625,0.625,0.375,3,12,0.61,0.43,0.73,8
90,16,0,0.25,0,0.375,0.25,0.5,0.375,0.5,2,8,0.48,-0.12,0.41,8
90,17,0,0.25,0,0.375,0.125,0.375,0.25,0.625,3,7,0.52,-0.08,0.42,5
90,18,0.125,0.375,0.25,0.125,0.5,0.25,0.125,0,3,12,0.23,-0.01,0.28,8
90,19,0,0,0,0.375,0.25,0.125,0,0.5,3,12,0.26,0.25,0.34,0
90,20,0,0.5,0.25,0.375,0.375,0.125,0.125,0,3,13,0.24,0.56,0.34,7
90,21,0,0.125,0,0.5,0.5,0.125,0.125,0,3,12,0.27,-0.03,0.26,5
90,22,0.125,0,0,0.375,0.25,0.125,0,0.125,3,12,0.3,-0.01,0.32,7
90,23,0.375,0.625,0.25,0.125,0.25,0.5,0.625,0.25,3,7,0.45,0.36,0.5,8
90,24,0.125,0.25,0.125,0.375,0.125,0.5,0.375,0.875,3,9,0.45,0.28,0.51,8
90,25,0.125,0.375,0.125,0.375,0.125,0.5,0.375,0.875,3,7,0.44,0.3,0.45,6
90,26,0.375,0.5,0.25,0.375,0.25,0.625,0.5,0.875,2,6,0.45,0.17,0.44,8
90,27,0.125,0.5,0.125,0.625,0.125,0.5,0.375,0.75,3,12,0.37,0.47,0.52,6
90,28,0.25,0.25,0.25,0.5,0.25,0.5,0.25,0.375,3,9,0.47,0.33,0.41,6
90,29,0.375,0.25,0.25,0.375,0.375,0.5,0.25,0.5,3,12,0.52,0.45,0.39,8
90,30,0.375,0.25,0.25,0.25,0.375,0.375,0.25,0.125,3,12,0.38,0.5,0.39,6
90,31,0.25,0.25,0.25,0.25,0.25,0.5,0.25,0.375,3,12,0.51,0.48,0.35,6
90,32,0.25,0.25,0.375,0.5,0.625,0.5,0.25,0.125,3,12,0.36,0.43,0.39,8
91,0,0.8,1,1,0.8,1,1,1,0.6,2,4,0.67,0.36,0.76,7
91,1,0.8,0.8,1,0.4,0.8,1,1,0.6,1,0,0.67,0.31,0.66,8
91,2,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4,0,1,0.43,0.5,0.49,6
91,3,0.6,0.8,1,0.6,0.8,0.8,1,0.6,0,0,0.68,0.37,0.74,8
91,4,0.6,0.6,0.8,0.6,1,1,0.6,0.6,1,4,0.63,0.64,0.54,8
91,5,0.2,0.6,0.2,0.6,0.6,0.4,0.4,0.6,1,2,0.4,0.77,0.31,7
91,6,0.4,0.4,0.8,0.4,0.4,0.6,0.6,0.4,1,3,0.33,0.67,0.37,7
91,7,0.4,0.6,0.4,0.4,0.4,0.6,0.6,0.4,2,4,0.45,-0.06,0.37,8
91,8,0.2,0.4,0.6,0.6,0.6,0.4,0.4,0.4,1,0,0.26,0.51,0.38,6
92,0,1,1,1,0.8,1,1,1,0.25,1,1,0.64,-0.4,0.79,7
92,1,0.8,0.75,1,0.4,0.8,0.75,1,0.5,1,1,0.64,0.94,0.57,8
92,2,1,1,1,0.8,1,1,1,0.5,1,0,0.6,0.61,0.59,7
92,3,0.4,0.5,0.6,0.4,0.4,0.5,0.75,0,2,8,0.37,0.38,0.5,6
92,4,0.4,0.5,0.6,0.4,0.4,0.5,0.5,0.25,1,3,0.34,0.09,0.46,7
92,5,0.4,0.5,0.6,0.4,0.4,0.5,0.5,0.25,1,5,0.42,0.38,0.47,6
92,6,0.4,0.5,0.4,0.2,0.6,0.5,0.5,0.25,2,4,0.42,-0.11,0.5,7
92,7,0.4,0.5,0.6,0.2,0.6,0.5,0.75,0.25,2,4,0.28,0.09,0.46,7
92,8,0.2,0.25,0.2,0.2,0.2,0.25,0.25,0,2,4,0.39,-0.1,0.37,6
92,9,0.2,0.25,0.2,0.2,0.2,0.25,0.25,0,3,4,0.37,0.39,0.41,4
92,10,0.2,0.25,0.2,0.2,0.2,0.25,0.25,0,1,0,0.36,-0.38,0.34,6
92,11,0.2,0.25,0.2,0.4,0.2,0.25,0.25,0,1,4,0.3,0.22,0.35,6
92,12,0.2,0.25,0.2,0.2,0.2,0.25,0.25,0.25,2,4,0.38,0.28,0.39,7
93,0,0.6,0.8,0.8,0.4,1,1,0.8,0.6,3,5,0.57,-0.03,0.68,8
93,1,0.8,0.6,0.8,0.6,1,1,0.8,0.4,2,4,0.52,0.21,0.55,8
93,2,0.4,0.4,0.4,0.4,0.6,0.8,0.4,0.4,2,7,0.42,0.61,0.48,8
93,3,0.4,0.4,1,0.6,0.8,0.8,0.6,0.6,2,6,0.52,0.49,0.69,6
93,4,0.6,0.8,0.8,0.6,0.8,0.6,0.6,0.8,2,4,0.46,0.32,0.65,7
93,5,0.4,0.6,0.6,0.6,0.8,0.6,0.8,0.8,1,4,0.52,0.52,0.57,8
93,6,0.4,0.6,0.8,0.2,0.8,0.6,0.8,0.4,2,4,0.51,0.43,0.44,8
93,7,0.6,0.6,1,0.4,1,0.8,0.8,0.8,2,4,0.57,0.23,0.57,7
93,8,0.2,0.2,0.2,0.4,0.2,0.4,0.4,0.4,2,4,0.32,0.36,0.4,7
93,9,0.2,0.4,0.2,0.4,0.4,0.4,0.2,0.4,3,5,0.3,0.38,0.26,6
93,10,0.2,0.4,0.2,0.2,0.6,0.2,0.4,0.4,1,2,0.35,0.24,0.35,7
93,11,0.2,0.4,0.2,0.2,0.4,0.2,0.6,0.2,4,6,0.36,0.17,0.33,5
93,12,0.2,0.4,0.2,0.4,0.4,0.6,0.4,0.4,1,4,0.28,0.38,0.44,5
93,13,0.2,0.4,0.2,0.2,0.4,0.4,0.4,0.4,2,5,0.31,-0.14,0.4,5
93,14,0.2,0.4,0.2,0.2,0.4,0.4,0.4,0.2,2,4,0.26,-0.08,0.44,6
93,15,0.2,0.2,0.4,0.2,0.4,0.4,0.2,0.6,2,7,0.39,0.46,0.43,6
93,16,0.2,0.4,0.2,0.2,0.4,0.8,0.4,0.4,2,2,0.38,0.26,0.43,6
93,17,0.2,0.4,0.4,0.2,0.8,0.6,0.4,0.4,2,6,0.45,0.42,0.41,7
93,18,0.2,0.4,0.4,0.2,0.6,0.4,0.4,0.4,2,6,0.37,0.35,0.38,8
93,19,0.2,0.4,0.6,0.2,0.8,0.8,0.4,0.4,2,4,0.48,0.21,0.45,8
93,20,0.2,0.4,0.2,0.2,0.6,0.8,0.4,0.4,2,5,0.39,1.03,0.33,6
93,21,0.2,0.4,0.6,0.2,0.8,0.4,0.4,0.4,2,9,0.4,0.3,0.37,8
94,0,1,0.8571428571,1,0.5,1,0.8571428571,1,0.5714285714,0,0,0.65,0.12,0.86,8
94,1,0.3333333333,0.4285714286,1,0.3333333333,1,0.8571428571,0.7142857143,0.7142857143,2,3,0.68,0.23,0.75,7
94,2,1,1,1,0.6666666667,1,1,1,0.8571428571,1,3,0.78,0.1,0.77,8
